,condition,null_exponents,null_offsets,n_permutation
33,rare_frequent,0.011534780026273908,0.0027421978063511083,33
34,rare_frequent,0.0590473337757921,0.0750908071287125,34
35,rare_frequent,-0.006320030448423125,0.0030372141252176742,35
36,rare_frequent,0.0015546950540284543,0.023312600812531798,36
37,rare_frequent,0.05779615290202141,0.07639589107489039,37
38,rare_frequent,-0.02193982559846907,-0.026419802276400638,38
39,rare_frequent,0.04216729339614259,0.04692062541813509,39
40,rare_frequent,-0.018466184432931933,-0.03361123614495474,40
41,rare_frequent,0.03487353115491401,0.04780936827672129,41
42,rare_frequent,0.08860138930791514,0.14529521127271816,42
43,rare_frequent,-0.03381041012320023,-0.047963680141954124,43
44,rare_frequent,0.03499602021811625,0.04170364775587896,44
45,rare_frequent,-0.059777197119945336,-0.07444322770212237,45
46,rare_frequent,-0.05458729492667691,-0.05346076887812978,46
47,rare_frequent,-0.09450972308285892,-0.10650916917558559,47
48,rare_frequent,0.0015460062630106796,-0.004800745315833169,48
49,rare_frequent,-0.08916092816583107,-0.12586339881189412,49
50,rare_frequent,-0.028476765956324472,-0.03282818372575812,50
51,rare_frequent,-0.039522347311519906,-0.04126664547474519,51
52,rare_frequent,-0.010491833286656909,-0.01462841979685311,52
53,rare_frequent,0.004845977891993605,-0.007712861159235432,53
54,rare_frequent,0.07304907882424802,0.09717171183708724,54
55,rare_frequent,-0.002463993689285479,-0.030995892597336993,55
56,rare_frequent,-0.02225325675597762,-0.016315013470637824,56
57,rare_frequent,-0.053279211385299494,-0.09155390172306296,57
58,rare_frequent,0.011720343573962505,0.008350907905985638,58
59,rare_frequent,-0.014811919994207784,-0.034688307574581335,59
60,rare_frequent,-0.06326395065487919,-0.0847779918219632,60
61,rare_frequent,0.042620801393983374,0.039132597624895134,61
62,rare_frequent,-0.05276380761770709,-0.08816795318252654,62
63,rare_frequent,-0.02448142663546989,-0.012821915929568195,63
64,rare_frequent,-0.061953826120994246,-0.10303278880377136,64
65,rare_frequent,0.060914282775680416,0.06005403990341167,65
66,rare_frequent,-0.006449674768021746,0.00080263195189893,66
67,rare_frequent,-0.049988831392499364,-0.060879149757965864,67
68,rare_frequent,-0.03629463847224153,-0.0736373423698786,68
69,rare_frequent,-0.029483245270099646,-0.057265027223385646,69
70,rare_frequent,0.011274138767878843,8.041955454123894e-05,70
71,rare_frequent,-0.052644936846633204,-0.051576226535498114,71
72,rare_frequent,-0.009115418020250971,-0.03011418649114056,72
73,rare_frequent,0.06762697751079563,0.07784945802219503,73
74,rare_frequent,0.07114333074804073,0.09932240002932116,74
75,rare_frequent,0.050028698806528105,0.051326019643712396,75
76,rare_frequent,0.06542453822944164,0.06746384675250533,76
77,rare_frequent,0.056350024316556946,0.09013684072441759,77
78,rare_frequent,0.011632833759055897,0.02791013416745519,78
79,rare_frequent,-0.07633712825950238,-0.13015311308930574,79
80,rare_frequent,0.06519382717615875,0.08634656110952214,80
81,rare_frequent,-0.045975662555881584,-0.06831818967206568,81
82,rare_frequent,0.04598236741692983,0.05900957092611638,82
83,rare_frequent,0.029788965642350507,0.05130761359123879,83
84,rare_frequent,-0.05011976721212953,-0.08338801744858267,84
85,rare_frequent,0.11170702195042045,0.1720086426236999,85
86,rare_frequent,0.13276467423203633,0.19695642771732774,86
87,rare_frequent,-0.03642281736503915,-0.07645148036524473,87
88,rare_frequent,0.05241462975897786,0.07030069627619635,88
89,rare_frequent,0.05589961796157693,0.060542432184667906,89
90,rare_frequent,-0.08233627852750819,-0.11931812525757932,90
91,rare_frequent,-0.06067246494002394,-0.08405503669668396,91
92,rare_frequent,0.03010535634823578,0.05157019886789982,92
93,rare_frequent,-0.007288178951836438,-0.03511657989784433,93
94,rare_frequent,0.010983397102943224,0.020379922003414826,94
95,rare_frequent,-0.03786158485991748,-0.05960904591663944,95
96,rare_frequent,0.09332061559041996,0.10730092087228708,96
97,rare_frequent,0.021902696800046164,0.017720781247401902,97
98,rare_frequent,0.015094817080587209,0.015372467548558439,98
99,rare_frequent,-0.018809705608072116,-0.019636697619478845,99
100,rare_frequent,-0.003065507633853387,0.00670842500440566,100
101,rare_frequent,-0.04112585036709297,-0.03125027139602358,101
102,rare_frequent,0.040061874347182766,0.07230084166736145,102
103,rare_frequent,-0.007049755701146465,-0.017748720446310248,103
104,rare_frequent,-0.033969886676937955,-0.06238174392528419,104
105,rare_frequent,0.028128293651818053,0.05823256931872478,105
106,rare_frequent,0.01065174098357515,0.02952810060602115,106
107,rare_frequent,-0.012494488548513805,-0.00030117165093795917,107
108,rare_frequent,-0.018647176654151297,-0.04101421395342268,108
109,rare_frequent,-0.021232271234130032,-0.017160157607670402,109
110,rare_frequent,0.03382217521198666,0.0875853971607711,110
111,rare_frequent,-0.029864979390869052,-0.037877247114085646,111
112,rare_frequent,-0.06313040019906033,-0.09137880746959468,112
113,rare_frequent,-0.04732687364222645,-0.056963884044975474,113
114,rare_frequent,0.029345232260199285,0.015298338192991348,114
115,rare_frequent,-0.041970562049327795,-0.033116693795765095,115
116,rare_frequent,0.06899569650120788,0.07003959530383892,116
117,rare_frequent,0.023252083477021696,0.03967044879071374,117
118,rare_frequent,0.008512198714580272,0.023443068471558203,118
119,rare_frequent,0.0060172263396039176,-0.013497934774899165,119
120,rare_frequent,0.017753852235637795,0.046570642977412216,120
121,rare_frequent,0.03845537768107452,0.06221427229486316,121
122,rare_frequent,0.01929298943804101,0.013820184897196433,122
123,rare_frequent,0.0048818073409372135,0.020468420969320795,123
124,rare_frequent,-0.012927632149960181,-0.04091042119291971,124
125,rare_frequent,-0.10856529381312766,-0.15133554974677543,125
126,rare_frequent,-0.03989207217482724,-0.03879701713157827,126
127,rare_frequent,0.026450986557507127,0.03469059327584764,127
128,rare_frequent,-0.03015443636283637,-0.00972345997190629,128
129,rare_frequent,0.03287118510595198,0.05154432726980775,129
130,rare_frequent,-0.016831719799145807,-0.028658879477802435,130
131,rare_frequent,0.09574863873877212,0.1598608830192819,131
132,rare_frequent,0.09669999180824695,0.1244714619560932,132
133,rare_frequent,-0.02846563997338253,-0.04786682390709274,133
134,rare_frequent,0.06088100202865012,0.1060862407656044,134
135,rare_frequent,-0.04916795434560704,-0.08174819311787127,135
136,rare_frequent,0.005794183130303959,-0.0007777388519104534,136
137,rare_frequent,0.04033072096174588,0.06825085192734755,137
138,rare_frequent,0.056167731036422364,0.05667396386046181,138
139,rare_frequent,0.005270290562744448,-0.013265439176168372,139
140,rare_frequent,0.08696216955396519,0.13581027366432868,140
141,rare_frequent,0.05646937270343538,0.0923900487935704,141
142,rare_frequent,-0.010190419520165358,-0.010505397812001669,142
143,rare_frequent,0.009193022060150097,0.0208895911272684,143
144,rare_frequent,0.01951545802407017,0.030136377220912686,144
145,rare_frequent,0.006835166440625975,0.014806099768329658,145
146,rare_frequent,-0.043340698417671256,-0.05277190911420586,146
147,rare_frequent,-0.03885868349588597,-0.05713179109099885,147
148,rare_frequent,-0.02025826648753955,-0.026187748711327598,148
149,rare_frequent,0.014301041477347046,0.003766345695593143,149
150,rare_frequent,0.01311596302577835,0.010478905403744788,150
151,rare_frequent,-0.10672524804611902,-0.1404718853416716,151
152,rare_frequent,0.030521725724665133,0.03571490534120636,152
153,rare_frequent,0.04162412889189724,0.048346258624619415,153
154,rare_frequent,-0.007730036534391663,-0.004137073598992055,154
155,rare_frequent,-0.0029302945131419013,-0.015749837950262132,155
156,rare_frequent,-0.11046007860161058,-0.15033746486532387,156
157,rare_frequent,0.08821240824111366,0.11058263272621967,157
158,rare_frequent,0.004664436340802561,0.005484027520732568,158
159,rare_frequent,0.05256862725068614,0.08523514726435413,159
160,rare_frequent,0.015460431292173888,0.03452298643342777,160
161,rare_frequent,0.012335396786495617,0.005662804631271901,161
162,rare_frequent,-0.013570979310500516,-0.013429506320833003,162
163,rare_frequent,-0.006963310803468586,-0.004485201775686548,163
164,rare_frequent,0.002793488441582323,-0.006726198536494296,164
165,rare_frequent,-0.07469390242164789,-0.09574819967574705,165
166,rare_frequent,0.07431380566614829,0.08385161608314015,166
167,rare_frequent,0.027210006928438623,0.041995616165083745,167
168,rare_frequent,0.0031721758792600057,0.02507720842586072,168
169,rare_frequent,0.024675876146338423,0.025799557640004835,169
170,rare_frequent,-0.03077252762734738,-0.040989744622742554,170
171,rare_frequent,-0.01764151391029892,-0.016381670338303154,171
172,rare_frequent,-0.04878881706186648,-0.08224249467644738,172
173,rare_frequent,-0.10042617328438612,-0.14248498717569694,173
174,rare_frequent,-0.059795190817305124,-0.08319991826537892,174
175,rare_frequent,0.028082501535009387,0.012442107959752027,175
176,rare_frequent,0.024126003554673144,0.034806552448189344,176
177,rare_frequent,-0.020886839348130667,-0.005645200024419382,177
178,rare_frequent,-0.026907941396446165,-0.027872886288445014,178
179,rare_frequent,-0.06370969073187226,-0.10346960855002726,179
180,rare_frequent,0.01450273063376659,0.014427415235000015,180
181,rare_frequent,0.00019683837311173792,-0.001923588934593029,181
182,rare_frequent,-0.06780128300024993,-0.0871648979306607,182
183,rare_frequent,-0.08486212870680335,-0.12642233738938818,183
184,rare_frequent,-0.03780749486232086,-0.04576079194073279,184
185,rare_frequent,-0.001570243503833091,0.0009138737109769147,185
186,rare_frequent,0.04789021393150197,0.05021192477679613,186
187,rare_frequent,0.008638345271990089,0.008033912440497865,187
188,rare_frequent,0.01525348128342168,-0.0010018082421976936,188
189,rare_frequent,-0.00134706177487815,-0.0006261126682495343,189
190,rare_frequent,0.04952238976349653,0.06528321737229727,190
191,rare_frequent,0.0033001820524487914,0.02702862925871418,191
192,rare_frequent,-0.02026240701465051,-0.008454192786403556,192
193,rare_frequent,0.08486637403929793,0.1131519896582911,193
194,rare_frequent,-0.017815901325799466,-0.023400064727069205,194
195,rare_frequent,0.04256478634722086,0.05869290859235401,195
196,rare_frequent,0.045973025600246784,0.050620026662913487,196
197,rare_frequent,-0.03442202616968373,-0.03573173459005143,197
198,rare_frequent,-0.01785997617066562,-0.03125033622331156,198
199,rare_frequent,-0.01618652139081806,-0.03731910886408455,199
200,rare_frequent,-0.04702767550940086,-0.05448110734564101,200
201,rare_frequent,-0.06092682115862484,-0.06770348954007406,201
202,rare_frequent,0.027608272701374375,0.04017753721887381,202
203,rare_frequent,0.0077894472304345375,-0.005300093722089056,203
204,rare_frequent,0.02673393627612273,0.013162791995344059,204
205,rare_frequent,0.004899178315138561,0.027300191068043746,205
206,rare_frequent,0.027908463494629776,0.048123363524020815,206
207,rare_frequent,0.023392721958059737,0.0433628448692487,207
208,rare_frequent,-0.043175585657598194,-0.07249641950967665,208
209,rare_frequent,0.009682355965050436,-0.004567758969207092,209
210,rare_frequent,-0.01614331087264373,-0.0029316150181540658,210
211,rare_frequent,-0.020304770286250415,-0.031554495051171055,211
212,rare_frequent,-0.011554764199838446,-0.004094793856330064,212
213,rare_frequent,0.0370619087578748,0.03638036215652848,213
214,rare_frequent,-0.012224674908138857,-0.024711331428343246,214
215,rare_frequent,-0.010794384560161347,-0.016323142282843768,215
216,rare_frequent,-0.028188966158742758,-0.041995042310547716,216
217,rare_frequent,0.009577776178512293,0.01459055618056598,217
218,rare_frequent,0.02053877460376489,0.014905216826058759,218
219,rare_frequent,-0.03448738421280933,-0.04871052958839931,219
220,rare_frequent,-0.018286944403866377,-0.00956445908719939,220
221,rare_frequent,-0.06032244162659746,-0.06325284264252362,221
222,rare_frequent,-0.0066655519104109,0.01286331964208203,222
223,rare_frequent,0.005466088085558168,0.008457115953348837,223
224,rare_frequent,0.014559693383847067,0.0122733183477162,224
225,rare_frequent,-0.058927314521946404,-0.09402743287973145,225
226,rare_frequent,0.034936817551038016,0.04128481814341238,226
227,rare_frequent,-0.022647142315642316,-0.051906514727225794,227
228,rare_frequent,-0.008949296669954037,0.0032531425200656855,228
229,rare_frequent,0.019983979963177433,0.05095041686988712,229
230,rare_frequent,0.024500960157375254,0.007831974157406961,230
231,rare_frequent,-0.00029472544317456494,-0.007675091141154722,231
232,rare_frequent,0.0866337874350673,0.10129876281134198,232
233,rare_frequent,0.006259058909632476,-0.0033814224960370897,233
234,rare_frequent,0.01107203927557327,0.018076431302995723,234
235,rare_frequent,0.046107869589187105,0.057279370725286285,235
236,rare_frequent,-0.05839274824319157,-0.09750749213916118,236
237,rare_frequent,0.026449941450778447,0.0652075376066625,237
238,rare_frequent,0.04620345094613986,0.0578922015373313,238
239,rare_frequent,0.0032054449219897445,-0.0008255272360137456,239
240,rare_frequent,-0.08767605878800376,-0.12701327989123293,240
241,rare_frequent,-0.03663178185663814,-0.05922907434020397,241
242,rare_frequent,-0.015803409997230733,-0.024638908246867854,242
243,rare_frequent,-0.03476882454089812,-0.053653538474683106,243
244,rare_frequent,-0.00934471111054203,0.0031108973575814046,244
245,rare_frequent,0.06554094289962993,0.0827277116489491,245
246,rare_frequent,0.026696942585619145,0.036573240198549004,246
247,rare_frequent,-0.050257684676910254,-0.09924193352875595,247
248,rare_frequent,-0.0362461702265476,-0.07041413286932217,248
249,rare_frequent,-0.0753022366679851,-0.08187812422471295,249
250,rare_frequent,0.01650180272473132,0.01689852687071648,250
251,rare_frequent,0.03894221724806759,0.05183632279789478,251
252,rare_frequent,0.010383051530474308,0.011037226931007707,252
253,rare_frequent,0.017265547180410613,0.024694539796155546,253
254,rare_frequent,0.06363419277944612,0.09502620506332012,254
255,rare_frequent,0.01892002048746961,0.02067029369669553,255
256,rare_frequent,0.005992983107588387,0.012816578627776857,256
257,rare_frequent,-0.024400417168117035,-0.03838134485048645,257
258,rare_frequent,0.015995417364666094,0.03997202962351493,258
259,rare_frequent,-0.03187153573367875,-0.04120134459390658,259
260,rare_frequent,-0.028914435777852847,-0.029231760194000166,260
261,rare_frequent,-0.05989456805123709,-0.07117783865184617,261
262,rare_frequent,0.018825290864645634,0.010840462722592042,262
263,rare_frequent,0.0754157753015509,0.12574331723052184,263
264,rare_frequent,0.0145601276634476,0.032454436035346625,264
265,rare_frequent,-0.05511990167956819,-0.10348340594473729,265
266,rare_frequent,0.04282757002318778,0.06136817052982193,266
267,rare_frequent,-0.03437111280274327,-0.017054431375912227,267
268,rare_frequent,0.015202805713316541,0.03887971124201884,268
269,rare_frequent,0.0360093814968113,0.018177872606897967,269
270,rare_frequent,-0.02133717424404505,-0.02032516913661484,270
271,rare_frequent,0.031350802428116636,0.03648398339358148,271
272,rare_frequent,0.08538435627094174,0.14275832876517375,272
273,rare_frequent,-0.03469628516775326,-0.043068476682514456,273
274,rare_frequent,-0.011863492561802191,-0.030130774881477355,274
275,rare_frequent,-0.01058360743471826,0.013497974563702253,275
276,rare_frequent,0.00910468423428439,0.001636764141068403,276
277,rare_frequent,-0.11449875484900499,-0.15301055937855618,277
278,rare_frequent,0.06981698152285398,0.06982418423109091,278
279,rare_frequent,-0.016433479851572588,-0.033807368692475706,279
280,rare_frequent,-0.0598261845197632,-0.0830280725302613,280
281,rare_frequent,0.08831886051652682,0.10541094910724395,281
282,rare_frequent,-0.007098805031755609,0.018472987798062647,282
283,rare_frequent,0.04095787231580239,0.04269041920589626,283
284,rare_frequent,0.045606376354870255,0.05922881789564775,284
285,rare_frequent,-0.04083178803032886,-0.047739636387264736,285
286,rare_frequent,-0.010662360157215427,-0.023637749909343996,286
287,rare_frequent,0.01770117584404031,-0.004757854519613381,287
288,rare_frequent,-0.05887028899991924,-0.10593096679549978,288
289,rare_frequent,0.023588494820125712,0.04737081133103405,289
290,rare_frequent,-0.06564633044867849,-0.10949693521371259,290
291,rare_frequent,0.02980077138416194,0.059534886037789204,291
292,rare_frequent,-0.03781929426964353,-0.07597667776693448,292
293,rare_frequent,0.02070920533083197,0.0342743673143054,293
294,rare_frequent,-0.03969379653610774,-0.07197897560069391,294
295,rare_frequent,0.06580932246967466,0.08991277133413032,295
296,rare_frequent,-0.029936059624827503,-0.047782635869305354,296
297,rare_frequent,0.11219307691850262,0.16129073707041314,297
298,rare_frequent,0.00017070197232349482,0.025505600572019105,298
299,rare_frequent,0.004062667296784605,0.03302012285268009,299
300,rare_frequent,0.12065670612117105,0.175869760979925,300
301,rare_frequent,-0.03207743305564335,-0.04493419823468718,301
302,rare_frequent,0.06054701550301276,0.08435000980957742,302
303,rare_frequent,0.08992519047005972,0.11491513133518887,303
304,rare_frequent,-0.003983122727620958,-0.03147325513876843,304
305,rare_frequent,0.017980795470221373,0.02425094082454917,305
306,rare_frequent,0.05403430381562928,0.060460364801294644,306
307,rare_frequent,0.009768771237007113,0.03291368453329697,307
308,rare_frequent,-0.0038136286249497,0.007636151372828878,308
309,rare_frequent,-0.03152351160609459,-0.04280933707513044,309
310,rare_frequent,-0.039010700424614624,-0.053878285638595556,310
311,rare_frequent,-0.09074311417516737,-0.10007444462853246,311
312,rare_frequent,-0.03665587812615118,-0.02423315369941987,312
313,rare_frequent,-0.018639868680483125,-0.022280361241303125,313
314,rare_frequent,-0.09341940281583586,-0.10198117217716858,314
315,rare_frequent,0.012926304760085282,0.0005576409153572548,315
316,rare_frequent,0.04365526367501902,0.05926587661434653,316
317,rare_frequent,-0.0378310933416072,-0.041791176702680934,317
318,rare_frequent,-0.017348658305095535,-0.035339733602394584,318
319,rare_frequent,0.07779281834354464,0.08267637568011299,319
320,rare_frequent,-0.01006530405879535,-0.02003689424101922,320
321,rare_frequent,0.012305579338386866,0.030950333561648002,321
322,rare_frequent,-0.11669485963849187,-0.1632619835441837,322
323,rare_frequent,0.03020514352750627,0.042553309181917444,323
324,rare_frequent,-0.044526815573417824,-0.05323761517357952,324
325,rare_frequent,0.021580556804559746,0.04672962844905306,325
326,rare_frequent,-0.034696285167753284,-0.04306847668251444,326
327,rare_frequent,-0.07730893963326609,-0.0888302164913443,327
328,rare_frequent,-0.008322532553587378,-0.016905117921046528,328
329,rare_frequent,-5.290773294150952e-05,-0.024044754719471186,329
330,rare_frequent,0.015877235070599665,0.019129616141968002,330
331,rare_frequent,-0.04999210246579613,-0.0717202218898309,331
332,rare_frequent,-0.00414600470135198,0.015059051613882957,332
333,rare_frequent,0.035131257943560146,0.023611956857673817,333
334,rare_frequent,0.0016886064702261367,0.021868732184790074,334
335,rare_frequent,0.0035586242060837853,0.03516132223341861,335
336,rare_frequent,0.04728895693350412,0.06393133047418613,336
337,rare_frequent,0.04895773993340583,0.0777950998211848,337
338,rare_frequent,-0.039398392136165555,-0.04989855343139208,338
339,rare_frequent,0.03593429706281216,0.026158832434278967,339
340,rare_frequent,-0.028400162631567576,-0.05445276922131516,340
341,rare_frequent,0.023292653541044615,0.013714150492670918,341
342,rare_frequent,-0.045496818619233624,-0.07164629607537629,342
343,rare_frequent,-0.050377695058220276,-0.059481138547231895,343
344,rare_frequent,-0.01604452364722781,-0.008251363713272546,344
345,rare_frequent,-0.009688892862726345,-0.002945891480672036,345
346,rare_frequent,0.022204215918542217,0.039800480253932145,346
347,rare_frequent,-0.04002976240559035,-0.05013697920264219,347
348,rare_frequent,-0.012078790798411034,-0.0253632205038291,348
349,rare_frequent,0.002444488758525687,0.007869244059766578,349
350,rare_frequent,-0.01685295429665579,-0.033840274458535255,350
351,rare_frequent,0.028703190976998492,0.02899573854974028,351
352,rare_frequent,0.12599719287032976,0.18659597900441494,352
353,rare_frequent,-0.03602319809978838,-0.06962774715412909,353
354,rare_frequent,0.012287929456512081,0.020977350409658486,354
355,rare_frequent,-0.07290292374900237,-0.08681128886948394,355
356,rare_frequent,-0.026379991188269947,-0.04763551120561412,356
357,rare_frequent,-0.07363346033793115,-0.11042712838851829,357
358,rare_frequent,-0.045063030066081214,-0.04656131680207837,358
359,rare_frequent,0.03517911897303614,0.05685149452128291,359
360,rare_frequent,-0.030917284319019224,-0.06244693179219298,360
361,rare_frequent,0.02406646894258663,0.034326848786350006,361
362,rare_frequent,-0.028413834238267745,-0.0543766379338411,362
363,rare_frequent,0.02654589388219606,0.03909214768863336,363
364,rare_frequent,0.042182888590811055,0.07068649950870823,364
365,rare_frequent,0.015908193702924626,0.005350150488556032,365
366,rare_frequent,-0.0028603537779392147,0.0007446636166947129,366
367,rare_frequent,-0.0452952600590963,-0.07918908250341745,367
368,rare_frequent,0.036485007461047034,0.06576009718677286,368
369,rare_frequent,0.0067979712699921865,0.0376762519505289,369
370,rare_frequent,0.01951363367772682,0.03447492902087351,370
371,rare_frequent,0.029376271548806898,0.08029403486407485,371
372,rare_frequent,0.040609183274212285,0.04005081104493632,372
373,rare_frequent,-0.084183694275405,-0.12692994126224688,373
374,rare_frequent,0.04213936642224238,0.04485577599631755,374
375,rare_frequent,0.008939114697244432,0.022860546406485015,375
376,rare_frequent,0.06877540851436807,0.09028059100174207,376
377,rare_frequent,-0.05165060054936523,-0.06122683590100266,377
378,rare_frequent,0.03106361197990064,0.03143072798976809,378
379,rare_frequent,0.0243565751227212,0.05017189502086884,379
380,rare_frequent,0.002779507390299543,0.02167322428909059,380
381,rare_frequent,0.03185167374254968,0.06003086105596136,381
382,rare_frequent,-0.012837274054741749,-0.0453883235016916,382
383,rare_frequent,0.047279313726708364,0.08476251553709965,383
384,rare_frequent,0.07635549522829457,0.10416347898022149,384
385,rare_frequent,0.03576796056761848,0.038107851518993,385
386,rare_frequent,-0.030472704006310962,-0.03653589170568271,386
387,rare_frequent,0.02515630268639042,0.028455971699059147,387
388,rare_frequent,-0.04458476144593182,-0.034814321672036984,388
389,rare_frequent,0.03462624506792761,0.05052772649039946,389
390,rare_frequent,0.02130135286834233,0.019521939573523394,390
391,rare_frequent,0.03806317761543417,0.06870142927951037,391
392,rare_frequent,-0.0057953092354071645,-0.010708988451144982,392
393,rare_frequent,0.01847913273387064,0.007116838238915698,393
394,rare_frequent,-0.04426717929491837,-0.04534986650361196,394
395,rare_frequent,-0.009454639022163489,-0.020983512457781565,395
396,rare_frequent,0.07270682036960943,0.09033480518624548,396
397,rare_frequent,0.05111909530303486,0.06699314452019914,397
398,rare_frequent,0.02936514216194703,0.026058704410714884,398
399,rare_frequent,0.04836555371080632,0.08004171939214545,399
400,rare_frequent,-0.021779135642211296,-0.03489305871647654,400
401,rare_frequent,-0.018700710715289816,-0.030655856369049772,401
402,rare_frequent,-0.007469040119315975,-0.023896917612423692,402
403,rare_frequent,-0.00927086234781897,-0.025985215205085455,403
404,rare_frequent,-0.04270794497535889,-0.0661778506179114,404
405,rare_frequent,-0.017510650959977562,-0.02466015801341933,405
406,rare_frequent,0.06359111500373407,0.10052593533688185,406
407,rare_frequent,0.024418075548396985,0.02756468632074336,407
408,rare_frequent,-0.06662483257970153,-0.09145300713724797,408
409,rare_frequent,0.04486585097300198,0.05084785732972632,409
410,rare_frequent,-0.02285121672476357,-0.03300154733307638,410
411,rare_frequent,0.028183789419033146,0.040941956238639256,411
412,rare_frequent,-0.05433463297739931,-0.05398876210035245,412
413,rare_frequent,0.0036166060245324066,0.004791344625475802,413
414,rare_frequent,0.054826336536268824,0.07810438384255507,414
415,rare_frequent,-0.0012077428822891312,-0.0046704433902339,415
416,rare_frequent,-0.06532567442861255,-0.08511916309534603,416
417,rare_frequent,-0.0033501018284545466,-0.006078561285998421,417
418,rare_frequent,-0.03559837274849351,-0.05570521938529097,418
419,rare_frequent,0.08313682474688311,0.09274289746389623,419
420,rare_frequent,-0.003496246156795624,-0.03529343949177137,420
421,rare_frequent,0.01141118910284757,0.022290578206677077,421
422,rare_frequent,-0.04066066320425131,-0.07728050157324393,422
423,rare_frequent,-0.0032605680531902353,0.014651617881920464,423
424,rare_frequent,-0.046063560967711525,-0.047707188957927506,424
425,rare_frequent,-0.03674539719041854,-0.05201488974583855,425
426,rare_frequent,-0.013663142407698451,-0.02262521506234306,426
427,rare_frequent,0.014349252811137142,0.013618042101580935,427
428,rare_frequent,0.013447099114482105,0.015260675774159658,428
429,rare_frequent,-0.05972568218353005,-0.08218299865107419,429
430,rare_frequent,-0.03715354895792962,-0.061395544728415706,430
431,rare_frequent,-0.009371268082726533,-0.0019077957956022545,431
432,rare_frequent,0.007088786065842278,0.007520638931256415,432
433,rare_frequent,0.03660237278588489,0.06193146399152687,433
434,rare_frequent,-0.011141525025718366,0.000720740535810227,434
435,rare_frequent,-0.04183882259852757,-0.06634724061670064,435
436,rare_frequent,-0.1158412137145162,-0.18980271854811076,436
437,rare_frequent,0.018193580667239067,0.01170209442066913,437
438,rare_frequent,-0.02013784215913373,-0.045174696580504006,438
439,rare_frequent,0.005765201059113542,0.0005797884478641685,439
440,rare_frequent,0.03136545609544043,0.04491248572018834,440
441,rare_frequent,-0.008961943539945203,0.0008331625826006773,441
442,rare_frequent,-0.02044974025815131,-0.030050269812363285,442
443,rare_frequent,0.08322265135062297,0.1282922501280946,443
444,rare_frequent,-0.0193964716215908,-0.024900021996453935,444
445,rare_frequent,0.05740115820238243,0.08905504215296538,445
446,rare_frequent,0.021572403694352295,0.03571905865312751,446
447,rare_frequent,-0.0015546950540284543,-0.02331260081253183,447
448,rare_frequent,0.02103533012850527,0.006843411406194577,448
449,rare_frequent,0.037596026859707345,0.05669669600884155,449
450,rare_frequent,0.0579005207694401,0.062034017704474885,450
451,rare_frequent,-0.04048826685518868,-0.06171417491274065,451
452,rare_frequent,-0.03734048965350254,-0.06052879010190437,452
453,rare_frequent,-0.027490975870753782,-0.030267423666732456,453
454,rare_frequent,-0.05132548368369172,-0.07067903942702833,454
455,rare_frequent,-0.033568837756612915,-0.033265960136706164,455
456,rare_frequent,-0.0321071355634685,-0.042653662063891394,456
457,rare_frequent,0.02182947813717102,0.03661465710012679,457
458,rare_frequent,0.05405984804319872,0.06259945499201797,458
459,rare_frequent,0.020527279592404662,0.0376249662513046,459
460,rare_frequent,-0.04112370981153116,-0.03670019663032057,460
461,rare_frequent,-0.10268922562110364,-0.1176004918103772,461
462,rare_frequent,0.003432156879229925,-0.015317216237139941,462
463,rare_frequent,0.05047553273752055,0.07886433272692409,463
